Page/group,Date of obs,Date of pub,Period of obs,Brief description,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Sad,Cares (new),Comments (No.),,Shares,"Fact checking, if possible"
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),15th June,14th June,11am-7pm,"picture of the Indian map, entirely in saffron, labelled as 'Hindu Rashtra' with the words 'should India be declared Hindu Rashtra?' edited in. Caption asks the same and says if the answer is yes, people need to use their voices via social media and make sure this reaches Modi or Shah. Ends with ""We Hindus will have to do this ourselves, time is running out"" -- Comments all agree",C4,S5,A4,,210,16,,,,,7,57,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),15th June,14th June,11am-7pm,content unavailable,Content unavailable,,,,28,2,,2,,,,135,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),15th June,13th June,11am-7pm,"Video by 'Parkash Falara' (made by himself) on Mewat as 'mini Pakistan'. Talks about 50 villages in Mewat which have been rendered Hindu-less. Cites VHP's report on Mewat as well short clips of apparent Hindu victims describing violence against them. Also shows pictures of local newspaper articles of many incidents of Muslim perpetrated violence, rape, 'love jihad', conversion. Asks govt to take action and prevent this 'mini Pakistan'. Originally captioned as ""Mewat of Haryana got the name of 'mini Pakistan' due to rape, gang rape, beatings, murder, conversion with Hindu families there"". Captioned in this group as ""Hindu families are being victimized in Mewat, Haryana! #Save_Mewat_Hindus #MiniPakistan""",C3,S2,,,10,,,7,,2,,3,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),15th June,14th June,11am-7pm,"FB live of a man in saffron describing anti Hindu violence - mentions murder of RSS family incl pregnant woman, in Murshidabad - in West Bengal. Says he has always spoken nation and religion first, condemns how 'Muslims have historically killed Hindus in large numbers' and no one raises their voice for Hindu deaths. Mentions 'to Modi, we want blood in place for blood'. Says bring the perpetrators to us, we will take care of them ourselves, never mind the police. 'we will cut them'. Says he only respects Hinduism as a religion, and urges mass mobilization of Hindus. Advocates getting revenge for all Hindu deaths. Captioned ""Four gruesome murders, including a fetus in Bengal, is an open challenge to the nationalist government of the country. The silence of the central government will be frightening""",C3,"S1, S2, S4",A1,,1,,,,,,,,,,
Vishwa Hindu Parishad,15th June,,11am-7pm,NO NEW POSTS,C3,,,,,,,,,,,,,,
SurySagarji GuruDev,15th June,15th June,11am-7pm,"states ""I am very good at heart. But can't guarantee mind.. understand..👉🏻🍄""",C5,,,,263,37,17,,1,,4,58,,11,
SurySagarji GuruDev,15th June,14th June,11am-7pm,"states ""Government of Gujarat I want to give one acre land of my ashram for the treatment of Corona victims at this time.
Acharya Suryasagar, Gujarat""",C5,,,,1.2k,141,2,,5,1,18,170,,94,
SurySagarji GuruDev,15th June,14th June,11am-7pm,FB live of himself talking about his own guruji. Not relevant,C3,,,,520,113,,,,,,242,,188,
SurySagarji GuruDev,15th June,14th June,11am-7pm,"picture of himself with another man, captioned ""Yogesh Juneja Punjabi Sindhi singer Surat. Nice to meet a nationalist like you""",C4,,,,1.1k,97,1,,,,6,204,,14,
(II) Acharya Shri Suryasagarji,15th June,15th June,11am-7pm,"shared SurySagarji GuruDev's post ""I am very good at heart. But can't guarantee mind.. understand..👉🏻🍄""",C5,,,,36,16,3,,,,3,17,,2,
(II) Acharya Shri Suryasagarji,15th June,14th June,11am-7pm,"shared SurySagarji GuruDev's post ""Government of Gujarat I want to give one acre land of my ashram for the treatment of Corona victims at this time. Acharya Suryasagar, Gujarat""",C5,,,,282,74,,,2,,8,78,,49,
(II) Acharya Shri Suryasagarji,15th June,14th June,11am-7pm,"link to a youtube video of himself speaking on Tirthankara idols and Jain temples. Talks about how weapons and scriptures are both important, and the need to protect temples. Says he himself is ready to take bullets or abuses for the nation. YT channel called 'Jain Aachary Surysagarji'",C6,,,,57,10,,,,,3,5,,4,
(II) Acharya Shri Suryasagarji,15th June,13th June,11am-7pm,"states ""Tit for Tat"" --- no context",C5,,,,103,15,8,,,,2,24,,5,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"states ""I will boycott all Khan and Karan Johar films. Who's with me?"" Comments agree.",C5,S5,A2,,506,19,2,1,2,,,212,,,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"states ""Everyone should form a WhatsApp group. Whenever the film of Ekta Kapoor, Karan Johar, all three Khans comes, then we will not let it run. Write your mobile number"" Comments have approval, most have written phone numbers in the comments. There's a link to a whatsapp group called Justice for Sushant Rajput being shared in the comments too, by the same guy who posted this.",C5,S5,A2,,213,5,1,,,,,117,,,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"video of Kangana Ranaut speaking on a Punjab news channel about Sushant singh Rajput's suicide, calling it murder - due to the industry sidelining his films in favour of 'trash like Gully Boy'. Lists herself also as a victim of unwarranted industry bashing, that 'they' want her to believe she is worthless and do what Sushant has done, but that she will not. Anchor comes on after her to reiterate that Bollywood's mainstream directors/actors not including Sushant as the reason for his death. Caption states the same and calls for people 'to stop watching films of these old horses'",C3,,,,1,,,,,2,,,,,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"video of SRK and Saif Ali Khan hosting an award show, poking fun at Neil Nitin Mukesh about not having a surname, he responds having taken offense. Captioned ""These m*therf*ckers are spoiling the career of Hindu artists in this way. Neil Nitin Mukesh's career collapsed after this video"" --- disinformation tactic, the altercation in question was a planned prank",C3,"S1, S2",,,13,1,,8,,,,3,,,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"picture of Neil Nitin Mukesh, caption stating he was shunned within Bollywood after he stood up to SRK and Saif Ali Khan at an award show when they made fun of his lack of surname. Directly states ""The Khan brothers cannot take criticism"" and that them feeling insulted led to Mukesh's acting career failing. The implication here is based on religion. The argument in question can easily be fact checked as a planned prank by the actors. Also, originally posted by Avaneesh Kumar Singh - the person who runs the 'twitter trends for national benefit' Facebook group. ",C4,S2,,,33,1,,,,1,,6,,,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"video of SRK and Saif Ali Khan hosting an award show, poking fun at Neil Nitin Mukesh about not having a surname, he responds having taken offense. Captioned ""Neil Nitin Mukesh's career also ended after this video. As much as it is necessary to be a Gandhi clan member or follower in the Congress .. it is equally important to be a Khan or a follower of Khan in Bollywood."" --- again, same disinformation tactic as above 2 posts. ",C3,S2,,,,,,,,,,,,,
We Support Narendra Modi,16th June,16th June,12pm-8pm,"collage with top half a picture of Kangana Ranaut in front of a Shiva statue and bottom half divided between Salman Khan, SRK, Aamir Khan. Caption a long description condemning the 'Islamization of Bollywood' and its encouraging of 'love jihad', suppressing Hindu culture and Hindu artists (e.g. Vivek Oberoi), promoting public nudity etc through new webseries etc. Praises 'Hinduists in Bollywood' like Kangana, Payal Rohatgi, Paresh Rawal, Anupam Kher - people should support these individuals and 'teach the gang a lesson or else they will destroy the country'. Mentions Kangana's recent video where she talks about how she like Sushant has been sidelined and targeted but she will not take the drastic step he took.",C4,"S1, S2",,,47,,,,,,,8,,,
Rashtriya Swayamsevak Sangh,16th June,16th June,12pm-8pm,"picture of Gandhi in a small chariot type structure being pulled by Indian slaves. Text edited in says if he hadn't been born, India would have received independence 30 years before it did. Also mocks him receiving this special treatment under British rule, calling him a 'dalal' (broker, insult) instead of a revolutionary. Captioned ""Indians, watch this inequity carefully. We all have to suffer because of this malevolent, leftist.""",C4,S2,,,17,,,,,,,2,,,
Rashtriya Swayamsevak Sangh,16th June,16th June,12pm-8pm,"poster of Safoora Zargar behind bars, asking for her freedom, stating ""student activist / research scholar / mother to be "". Caption is a long rant opposing allowing her bail and in fact asks for her to be hung as soon as she has given birth. Blames her for Delhi riots, treason, possessing weapons, murder, attempt to murder, inciting violence, inciting riots and spreading disharmony between two communities. Criticizes all those who are giving her multiple 'victim cards' - being a woman, being Muslim and being pregnant. Says that her being in jail is justice for all the inconvenience caused by Shaheen Bagh road blocking, as well as the n.e delhi deaths. Mentions the video of Safoora sloganeering 'Delhi tere khoon se inquilab aayega' (Delhi your blood will give rise to revolution). Says she has no rights and neither does her child - Tihar jail has facilities for childcare. --- Most of the accusations mentioned against her are baseless, disinfo. attributes Islam with both victim cards and terrorism. ",C4,"S1, S2",A4,,1,1,,,,,,1,,,
Rashtriya Swayamsevak Sangh,16th June,16th June,12pm-8pm,"Poster announcing ""deadly clash between India and China at LAC, casualities both sides. Official statement from India says 'in a violent clash 1 commanding officer and 2 soldiers martyred from Indian side. 5 soldiers killed and 11 wounded from Chinese army (PLA) according to Global Times."" Captioned ""Recent Update. Maybe the injuries from Chinese side be much more than given data. Commanding officer from 16 Bihar Regiment and 2 other soldiers martyrd .. This is first death in clash since 1975 on Chinese border.. Now don't ask how you can take revenge?? Boycott""",C4,,A2,,3,,,,,1,,1,,,
Rashtriya Swayamsevak Sangh,16th June,16th June,12pm-8pm,"Collage of SRK, Saif Ali Khan, Aamir Khan and Karan Johar with red 'X' marks made on all their faces and the words 'Boycott Useless Fellows'. Captioned ""Simply boycott these Brigade...In first place do not buy tickets or otherwise of Movies acted and produced by these #Bollywood_Mafias.""",C4,,A2,,86,1,3,1,,,,4,,,
Rashtriya Swayamsevak Sangh,16th June,16th June,12pm-8pm,"video of politician Savitri Bai Phule speaking on incidents of violence by Brahmins - not sure if real or mythological characters. Originally captioned ""See the knowledge of this mentally deranged woman and hatred towards the upper castes, especially the Brahmins…!"". Captioned in this group as ""Address of the mad woman""",C3,S1,,,,,1,,,,,1,,,
Rashtriya Swayamsevak Sangh,16th June,16th June,12pm-8pm,"pictures of people abroad (atleast 2 out of 3 are not Indian) holding signs saying 'Hindu lives matter too' 'Stop killing Kashmiri Pandits' 'Kashmiri Pandit rights are human rights'.  Captioned ""#HinduUnitedAgainstTerror . Voice of Kashmiri Pandits from various cities of the world including India""",C4,,,,29,4,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),16th June,16th June,12pm-8pm,"states ""When the whole world is with India against China, why is the country's opposition not together as well, Traitors of the country, shoot these bastards, your decision"" Comments all agree and do not condemn the violence suggested",C5,,A1,,69,,,1,,,,17,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),16th June,16th June,12pm-8pm,"collage of pictures of a sadhu badly injured, likely Palghar lynching. Text edited over it says ""Baba, we will account for every drop of your blood from your killers"" Caption is a paragraph condemning this murder, saying ""if this had been some other baba and not this one, those in silent mode right now would be active, 'tukde tukde gang' would have asked for govt's resignation, 'award wapsi gang' would be doing some drama about it, but we won't do any of that. we will wait for lockdown to open and we will follow the law, but this is getting too much to tolerate. Seeing this picture makes the heart shake inside, hurts the head. No matter who is guilty, of whichever religion they follow, we demand their execution by hanging. Those of you with 'jihadi' (terrorist) mentality don't try to preach to us. Sanatan Dharm ki jai ho"" ---seen before, We Support, 15th june. ",C4,"S1, S4",,,23,,1,4,,12,1,5,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),16th June,16th June,12pm-8pm,"picture of a Hindu temple, captioned ""Amriteshwar Temple, Chikmagalur, Karnataka.  ..Despite such unimaginable, unbelievable architecture, if one considers rotten Tajmahal as superior, then they are mentally bankrupt. # Har_har_ mahadev❤️""",C4,S4,,,14,1,,,1,,,3,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),16th June,16th June,12pm-8pm,"screenshot of a Facebook profile of a user in Dubai who seems to be an Indian converted to Christianity ('Peter Neil Stan Raghumudri') - bio says 'Jesus is my faith and it is my personal. Now seriously decided to change the society. IPBP' (this whole section is highlighted. Captioned ""This fellow openly saying that he wants to convert Hindus into Christianity. I had big argument with him on a facebook post. It's seems he stay at BalaNagar, Hyderabad. Attack this fellow, Let's show our Hindu unity""  -- individual doxxing. not sure what kind of attack is meant. ",C4,,,,,,,1,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),16th June,16th June,12pm-8pm,"video compilation of maulanas and Muslim men speaking against 'kafirs' and 'gair Muslims', saying that they should be shunned or even killed. Couple of them invoke the Quran. Text edited in says 'go ahead, do more brotherhood' -- no context for any of the clips, shared to show all of Islam as the enemy",C3,S2,,,2,1,,3,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),16th June,16th June,12pm-8pm,"video originally posted on 12th June, of a man being held by two men and hit repeatedly with a belt by a third man, who abuses the victim and yells at him to 'Say Islam zindabad!' and 'Jo Modi ka woh chodi ka' (some kind of slur on Modi). Captioned ""Wordless. It does not suit any human being to do this with another human being.#Jay_Sanatan #Jai Hind #Jai Shree Ram #Jay_Janani # Jai_Janbhoomi"". --No context given but they are all in masks, could be taken during pandemic",C3,,,,,,,,,,,,,,
Vishwa Hindu Parishad,16th June,,12pm-8pm,NO NEW POSTS,,,,,,,,,,,,,,,
SurySagarji GuruDev,16th June,16th June,12pm-8pm,"video tribute to a female disciple of his, pictures of her with a song playing over it. Captioned ""Happy birthday greetings to my disciple Manu. Blessings""",C3,,,,158,29,,,,,,66,,3,
(II) Acharya Shri Suryasagarji,16th June,16th June,12pm-8pm,"states that if the Jain community truly believed in non violence, it would not oppose the guy fighting for them (i.e. himself). Also says ""you don't have the stature/capacity (aukaad) to fight the Muslims, how dare you oppose me you impotents!""",C5,S1,,,66,8,,,,,,17,,3,
Amit Prajapati Hindu,16th June,16th June,12pm-8pm,"shared live video by Sumit Sood, of men in a room - sitting at distance from each other - chanting the Hanuman Chalisa and slogans like 'wake up hindutva'. Originally captioned ""Jai shree ram 🙏🙏 Hanuman chalisa hindu raksha dal  #socialdistancing"". ",C3,,,,16,,,,,,,1,,2,
Amit Prajapati Hindu,16th June,16th June,12pm-8pm,"picture of newspaper article - Amar Ujjala - on HRD doing a candle march in Ajay Pandita's memory. Captioned ""#JusticeForAjayPandita Hindus ask for justice. #JammuAndKashmir @PMOIndia @AmitShah @sanket_katara @ AjitDoval3 https://t.co/cAmJGwdvvp"" link is to his own twitter profile, tweeting the same message.",C4,,,,45,4,1,,1,1,,6,,2,
Amit Prajapati Hindu,16th June,16th June,12pm-8pm,"shared 22 pictures of newspaper articles covering the same man's speech (identified as RSS executive Indresh Kumar) in different parts of the country. Captioned ""media coverage from all over the country of National Executive Member of the Sangh, Indresh Kumar ji addressing the workers of the Population Solution Foundation (Jansankhya Samadhan Foundation)""",C4,,,,10,,,,,,,,,1,
Amit Prajapati Hindu,16th June,15th June,12pm-8pm,"shared 7 pictures of a Hindu Raksha Dal gathering with people holding candles and signs about Ajay Pandita's death - that also have phrases like 'Muslim terrorism needs to end' and 'the atrocities happening to Hindus in Mewat, Jaunpur, Meerut can one day happen with you as well'. Caption mentions ""Today Hindu_Rakshadal paid homage to the last Hindu sarpanch in Kashmir, Pandit_Ajay_Bharati. And all the brothers of the Hindu Raksha Dal, raised their voice to end Islamic terrorism. They raised their voice on the incidents in #Mewat_and_Jaunpur and demanded the punishment of the culprits."" ",C4,"S1, S2",,,16,,,,,,,,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,advocating support for Kangana Ranaut in her statement against the film industry not being the legacy of the 'Khans of Bollywood' and Karan Johar.,C5,,,,895,37,,,2,,4,85,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,"stating ""Big News - Chinese Foreign Minister's statement- 'India should prevent its troops from becoming furious' Why is China so scared?""",C5,,,,1,,,,,,,,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,"Tiktok video of an army funeral procession, holding caskets of martyred soldiers with a sad song laid over it. Captioned ""Our three soldiers martyred in a dispute with China! Salute those brave sons of the motherland! Tribute 🇮🇳😭""",C3,,,,47,,,,,25,,16,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,"collage of screenshots of Karan Johar's Instagram page, one with 11million followers showing and the other saying 10.9million. Text added says 'Game on. Go and unfollow. The power of social media."" Captioned ""When Tick-Tock can be rated at 1.3, why not this chakka [homophobic slur]. Go and unfollow as well as hit the report button. So far one lakh people have unfollowed."" ---individual doxxing in a way",C4,S1,,,11,,,,,,,10,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,"video of a man talking about Chinese violence against Indian soldiers, says 'where is the saboot [proof] gang and Bollywood now, why aren't they saying anything'. Goes on to advocate responding to China with gunpowder and weapons 'in their own language', says using arms here is a must. Continues to criticize 'proof gang' (likely meaning critics of BJP) but context for that is strange and unclear. Captioned ""Beat them with China too 😡😡😡🤬 Now obey the talk of Acharya Chanakya… It is very important to eliminate the enemy, that too in his language. #chinaattacksbharat #BeFearless MyGov Himachal Narendra Modi Rajnath Singh"" --- advocating harsh measures against China by Indian army",C3,,,,1,1,,,,,,2,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,"pictures of fighter jets, navy ship, armed military. Captioned ""Chinese rulers listen with their ears open and see with their eyes open. We have not kept these killer weapons as toys, but to show traitors like you their worth. Jai Hind Jai Bharat…""",C4,,,,20,,,,,,,1,,,
We Support Narendra Modi,17th  June,17th June,11:30am-7:30pm,"poster stating that ""after dropping an atom bomb on Japan, America is still craving to sell a needle there. So can't we Indians also show our stature to China?"". Comments agree -- --implication is economic boycott (india being japan in this analogy)",C4,,A2,,30,1,,,1,,,7,,,
Rashtriya Swayamsevak Sangh,17th  June,17th June,11:30am-7:30pm,"poster declaring ""How can anyone buy a Chinese phone or use a Chinese app after what's happened today? Boycott China"". Captioned ""Will your conscience permit you to keep using Chinese products?""",C4,,A2,,20,,,1,1,,,1,,,
Rashtriya Swayamsevak Sangh,17th  June,16th June,11:30am-7:30pm,"infographic of two profiles pitted against each other - Sadhvi Pragya (BJP) - under which it says 'whose scooty was found near a terrorist so she became a terrorist' and Tahir Hussain (AAP) - under which it says 'in whose whole house weapons were found being hoarded so he became innocent'. Text at the top of the poster reads 'Wow, secularism'. Captioned ""Don't say anything, this is secularism taking place""",C4,S2,,,27,,,4,,,,3,,,
Rashtriya Swayamsevak Sangh,17th  June,16th June,11:30am-7:30pm,"pictures of elderly Muslim men standing in front of an AIMIM banner, burning saffron flags. No context. Captioned "" Till date, these people have not burnt the flag of Pakistan or said Pakistan Murdabad but are burning the saffron flag on the pretext of Nepal. This is Pratapgarh, the District President of #AIMIM, Mo. Salim Ansari, who is working to defame the Hindus of India by burning the pride of our Sanatan Dharma, insulting the Hindus. The opposition should be so strong that no traitor again dares touch the saffron.""  Comments derogatory and anti-Muslim",C4,S4,,,23,1,,43,,4,,16,,,
Rashtriya Swayamsevak Sangh,17th  June,16th June,11:30am-7:30pm,"video of SRK and Saif Ali Khan hosting an award show, poking fun at Neil Nitin Mukesh about not having a surname, he responds having taken offense. Originally captioned ""Watch the video to see how this Khan company burns Hindu artists in Bollywood. Neil Nitin Mukesh's career also ended after this video. By watching this video you will understand why suicides are gaining momentum in Bollywood. As much as it is necessary to be a Gandhi clan member or follower in the Congress .. it is equally important to be a Khan or a follower of Khan in Bollywood. #BoycottFakeStars"". Captioned here as ""Nothing is more important than respect .. Thanks Neil sir for speaking to him"" --- disinformation tactic, seen before. incident in question was a planned prank and this info is easily available.",C3,S2,A2,,55,2,,20,,1,,18,,,
Rashtriya Swayamsevak Sangh,17th  June,16th June,11:30am-7:30pm,"picture of a man standing in RSS uniform, caption ""#Shakha has ""- # not Qaida # arrangement"". # In Shakha ""- there is law is not # discipline"". # In Shakha - # not fear but #trust. #Shakha carries # no exploitation but nutrition. # In Shakha ""- #there is no offering but # Surrender (samarpan) happens. I am proud that I am a swayamsevak of #Rashtriya_Swayamsevak Sangh""",C4,,,,65,1,,,,,,4,,,
Rashtriya Swayamsevak Sangh,17th  June,16th June,11:30am-7:30pm,"picture of Karan Johar edited next to a picture of a gorilla, words say ""Gorilla"" and ""Gorilla Pro"".  Some of the comments are clearly homophobic",C4,S1 ,,,124,,116,1,3,1,,13,,,
Rashtriya Swayamsevak Sangh,17th  June,16th June,11:30am-7:30pm,"video of a young female child wearing the RSS cap and doing the RSS salute, reciting something in what is likely Sanskrit, and then says 'Bharat Mata ki jai' (long live mother India). Captioned ""Rites of the Sangh Parivar.  Shrishti Class 1st. Shakha .. Bhagat Singh Shakha Changi .. Khand..Teryath""",C3,,,,6,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),17th  June,17th June,11:30am-7:30pm,"pictures and videos from a candle light march/rally for Sushant Singh Rajput. Slogans include to boytcott Salman Khan and Karan Johar, May sushant be never forgetten, effigies burnt of both Khan and Johar. captioned ""Today in Patna's Rajiv Nagar, for Bihar's beloved son Bollywood actor Sushant_Singh_Rajput there was a candle march, paid homage to him and also burnt effigies and shouted slogans opposing Karan Johar and Salman Khan. #BycottSalmankhan #BycottKaranjohar #Bihar. Everyone boycott."" --- interesting that the signs have 'hashtag' boycott symbols, next to effigies being burnt.","C4,C3",,A2,,7,,,,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),17th  June,17th June,11:30am-7:30pm,"poster saying Mosques should be taken down because we can't have buildings that glorify slave traders - states that ""there were 140 million victims of the Islamic Slave Trade. However, at least 28 million Africans were enslaved by the Muslims. As at least 80% of those captured by Muslim slave traders were calculated to have died before reaching the slave markets"" ",C4,,A1,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),17th  June,17th June,11:30am-7:30pm,"video of Payal Rohatgi speaking on Sushant Singh Rajput - Bollywood hypocrisy, crying crocodile tears over his death, also accuses Bollywood of destroying Hinduism and its legacy -links not drawn.  Captioned ""After Kangana, Payal reveals the dirty truth of Bollywood, from the Khan family to Karan-Alia""",C3,,,,7,,,,2,,,5,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),17th  June,17th June,11:30am-7:30pm,"Picture of Salman Khan and his brothers (Arbaaz Khan, Sohail Khan) and father Salim Khan. Captioned ""Dawood's Dalla gang in Bollywood, this gang finances films with Dawood's black money and this gang sets the actors of the outer and inner Bollywood world. The script is also written by Muslim writers and the director producer is also mostly Muslim. An NGO like being human is also a hoax, in that it benefits the people of their own community and also misuses that money in anti-India campaigns, so I say this gang in which Salim Khan & Co. Karan Jauhar Yash Banner Bhatt family boycott movies of Kapoor family, and share further.""",C4,S1,A2,,27,,,21,,,1,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),17th  June,17th June,11:30am-7:30pm,"video of an Indian army soldier invoking Hindu mythology (goddesses of war) to say it is time to forget peace, take arms and fight for the nation, glorifying violence towards any enemy of the motherland - at the end mentions that till Lahore and Karachi and Rawalpindi, all the land should be Indian again",C3,,A4,,2,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),17th  June,17th June,11:30am-7:30pm,"video of a rally in Bihar (different from earlier seen candle light march) for Sushant Singh Rajput, slogans not just anti Salman Khan and Karan Johar, but also saying Sushant Singh's killers should be hung. That it is not suicide but murder. Captioned ""The effigy of Karan Johar, Salman Khan and Alia Bhatt burnt. Demanding a CBI inquiry on the Income Tax Roundabout regarding the mysterious death of Sushant Singh Rajput, Bihar's son.""",C3,,A4,,17,,,,,,,,,,
Vishwa Hindu Parishad,17th  June,,11:30am-7:30pm,NO NEW POSTS,,,,,,,,,,,,,,,
SurySagarji GuruDev,17th  June,17th June,11:30am-7:30pm,"shared video and picture originally posted by his other profile - Acharya Shri Suryasagarji - to his public group - Acharya shri suryasagarji gurudev (in hindi). Pictures and video are of a jain temple, presumably his own or nearby. ","C3, C4",,,,,,,,,,,,,,
SurySagarji GuruDev,17th  June,17th June,11:30am-7:30pm,"states ""You have the expertise to change the character but .. What will you do? I changed the story itself"" -- no context",C5,,,,132,14,1,,,1,,20,,3,
(II) Acharya Shri Suryasagarji,17th  June,17th June,11:30am-7:30pm,"shared video and picture originally posted to his public group - Acharya shri suryasagarji gurudev (in hindi). Pictures and video are of a jain temple, presumably his own or nearby. ","C3, C4",,,,3,1,,,,,,1,,,
Acharya Shri Suryasagarji Gurudev (group) (2nd public group of SSG),17th  June,17th June,11:30am-7:30pm,"states ""India is ready to rectify all the mistakes made in the last 100 years, anyone who has a problem will also be destroyed."" ",C5,,A1,,8,3,1,,,,,,,,
Acharya Shri Suryasagarji Gurudev (group) (2nd public group of SSG),17th  June,17th June,11:30am-7:30pm,"FB live originally posted by Mukul Sehrawat (seen before with a vitriolic rant from other profile, Mukul Bhai Hindu). This video is a response to soldiers martyred by Chinese army, as well as ranting against Tiktok users (chinese company). Asks for a ban as well as encouraging violence against Tiktok users, calls them traitors. Random mentions of jihad. Asks Modi when he will be ready to actually use the missiles that he parades around - asks for nuclear bombs to be thrown on Pakistan and China. Says its time to take help from other global powers and wage nuclear war on China. Lots of derogatory slurs - against muslims, bollywood actresses etc. At the end addresses soldiers at the border, saying 'you all take care of the traitors in other countries, the traitors inside the country we will fuck them over, that I promise, whether it is Kanhaiya or Owaisi or any random Chinese person in India"". -- that last one could also mean north eastern Indians, unclear",C3,S1,"A1, A4",,11,,,,,,,,,2,
We Support Narendra Modi,18th June,17th June,11:30am-7:30pm,"picture of policemen holding candles with their heads bowed. Captioned ""Today, we pay tribute to the soldiers who have been martyred in India and China border""",C4,,,,1.5k,60,2,,1,307,5,228,,,
We Support Narendra Modi,18th June,18th June,11:30am-7:30pm,"short video of Modi speaking about Indian soldiers martyred at China border - june 15 at Galvan valley - saying they died in honour etc. Caption is long and basically praises Modi govt's defence approach and international political alliances, says that China is aware by now that they made a mistake and they will pay for it. Emphasizing that the Indian govt is not phased by this attack",C3,,,,4,,,,,,,1,,,
We Support Narendra Modi,18th June,18th June,11:30am-7:30pm,"picture of Modi with a long caption about how India is safe in the current govt's defence strategy. Morale boosting post similar to above one - uses the 'New India' rhetoric, bashing congress & opposition for spreading false fear and info, says this Chinese attack did not take India by surprise but rather is all part of Indian strategy, hypes up all the arms and weapons Indian army has been assembling under Modi's rule specifically for threats from China and Pakistan. ",C4,S2,,,3,2,,,,,,,,,
We Support Narendra Modi,18th June,18th June,11:30am-7:30pm,"2 pictures, one of Indian army juxtaposed with one animated figure of Ram (mythological warrior) poised in a kill position over an animated (presumably) Chinese dragon, text says ""We conquer, we kill"". Caption repeats the same in Hindi and English and adds 'I stand with Indian Army'.",C4,,,,3,1,,,,,,,,,
We Support Narendra Modi,18th June,18th June,11:30am-7:30pm,"screenshot of a news article (platform 'Taiwan News') which has the same animated Ram killing a chinese dragon picture, with headlines that say 'India's Rama poised to slay China's dragon over Ladakh border dispute'. Caption states ""Even the foreign media has faith in the valor of Shri Ram and our soldiers, unfortunately Pappu and his followers do not. Jai Shri Ram. Https://www.taiwannews.com.tw/en/news/3949620"" --- link is to the article screenshotted, except the piece does not actually glorify India as stronger or more likely to win a war, it just talks about the poster that cropped up online. Headline misleadingly used",C4,S2,,,,,,,,,,,,,
We Support Narendra Modi,18th June,18th June,11:30am-7:30pm,"picture is the same animated Rama vs the chinese dragon. Caption states ""There has also been a global reaction to the border clash between China and India. The Taiwan Times has written an article based on this incident. The most special thing in this is the news picture and headline. In this picture, Lord Rama and a dragon are shown. In the caption of this picture, the Taiwan Times wrote, ""We will beat, we will win."" While the headline of the news reads, ""Ram of India killed China."" #Boycottchina"". --- again, the article in question does not actually endorse India's likelihood to conquer China, it only discusses this image popping up on social media. disinformation tactic",C4,S2,A2,,4,,,,,,,,,,
